@relation output_data

@attribute letter_0 numeric
@attribute letter_1 numeric
@attribute letter_2 numeric
@attribute letter_3 numeric
@attribute letter_4 numeric
@attribute letter_5 numeric
@attribute letter_6 numeric
@attribute letter_7 numeric
@attribute letter_8 numeric
@attribute letter_9 numeric
@attribute letter_10 numeric
@attribute letter_11 numeric
@attribute letter_12 numeric
@attribute letter_13 numeric
@attribute letter_14 numeric
@attribute letter_15 numeric
@attribute letter_16 numeric
@attribute letter_17 numeric
@attribute letter_18 numeric
@attribute letter_19 numeric
@attribute letter_20 numeric
@attribute letter_21 numeric
@attribute letter_22 numeric
@attribute letter_23 numeric
@attribute letter_24 numeric
@attribute class {A,B,C,C2,D,E,F,G,H,I,J,K,L,M,N,O,P,R,S,S1,T,U,V,Z,Z1}

@data
28,58,58,49,65,0,0,0,0,0,0,3,190,8,0,0,0,257,18,0,0,0,13,24,0,E
32,52,60,58,54,0,0,0,0,0,0,16,159,44,0,0,13,260,69,0,0,8,31,1,0,E
40,90,58,58,58,0,0,0,0,0,0,0,174,27,0,0,0,243,38,0,0,0,7,15,0,E
40,58,55,62,58,12,0,0,0,0,0,3,136,64,0,0,0,192,28,0,0,0,85,32,0,E
39,64,60,90,58,5,0,0,0,0,11,0,146,66,0,0,0,250,85,0,13,0,23,17,0,E
36,58,50,55,69,0,0,0,8,0,0,0,193,89,0,0,0,195,99,0,0,0,8,0,0,E
38,54,53,63,42,0,0,0,20,0,0,0,166,93,0,22,0,195,84,0,8,0,9,3,0,E
66,58,65,42,62,74,0,0,0,0,46,0,135,96,0,93,0,168,173,2,3,0,28,3,0,E
16,47,62,58,53,0,0,0,0,0,0,30,172,6,0,0,29,233,5,0,0,5,32,2,0,E
17,12,18,17,14,0,0,0,0,0,0,2,163,13,0,0,30,237,38,0,0,10,32,18,0,E
9,20,17,11,60,0,0,0,0,0,8,9,196,35,0,0,8,223,8,0,0,0,17,6,0,E
26,54,38,54,62,0,11,16,0,0,0,26,196,38,0,0,36,297,41,0,0,8,11,16,0,E
28,29,41,37,37,0,0,0,0,0,0,24,181,38,0,0,0,258,37,0,0,0,3,10,0,E
12,33,29,37,45,0,0,0,0,0,7,1,169,39,0,6,38,242,55,0,0,2,23,38,0,E
15,29,34,37,30,8,0,0,0,0,0,0,154,74,0,0,0,231,61,0,0,0,28,48,0,E
8,33,36,26,37,0,0,0,0,0,0,0,123,79,0,0,0,183,86,0,0,0,19,2,0,E
13,32,21,29,33,6,0,0,0,0,12,8,157,23,0,24,14,193,9,0,15,4,114,22,0,E
45,37,37,45,35,79,0,0,0,0,60,0,218,61,0,32,0,190,44,0,53,0,32,0,0,E
30,8,24,27,25,0,0,0,0,0,0,100,111,0,0,0,99,211,7,0,0,10,14,0,0,E
13,26,27,29,29,0,0,0,0,0,0,5,208,35,0,0,48,306,8,0,0,0,16,0,0,E
15,29,25,27,27,0,0,2,10,0,0,24,225,17,0,0,16,291,31,0,0,0,26,0,0,E
14,22,29,25,17,0,0,0,0,0,0,37,253,46,0,0,32,277,64,0,0,0,24,0,0,E
36,56,48,47,58,0,0,0,0,0,0,23,243,17,0,0,19,303,38,6,0,6,26,0,0,E
27,36,40,54,38,25,0,6,2,0,0,7,217,27,0,4,14,231,21,0,36,2,18,0,0,E
28,51,61,46,43,0,0,0,0,0,0,21,225,31,0,0,40,278,44,0,0,0,2,7,0,E
23,47,44,54,46,0,0,64,35,0,0,0,280,65,0,0,0,177,64,0,0,0,0,0,0,E
18,61,48,40,63,32,0,36,4,0,18,0,261,78,0,15,0,179,74,0,6,0,16,0,0,E
80,41,28,55,51,46,0,0,28,0,92,0,193,102,0,38,0,185,109,0,65,0,0,0,0,E
0,0,77,0,1,0,4,12,0,0,0,21,251,20,0,0,23,263,4,0,0,0,0,0,0,E
15,25,39,41,38,0,0,0,0,0,0,5,214,21,0,0,35,242,42,0,0,0,8,0,0,E
21,46,20,46,36,0,0,0,0,0,0,0,202,52,0,0,0,200,53,0,0,0,8,0,0,E
18,28,25,41,28,0,0,0,0,0,0,0,209,84,0,0,0,205,82,0,0,0,0,0,0,E
3,21,7,0,4,0,0,0,0,0,0,41,178,49,0,0,0,258,40,0,0,0,27,6,0,E
23,7,15,0,0,8,0,0,0,0,0,0,165,61,0,0,0,201,60,0,0,0,8,0,0,E
16,14,6,0,0,0,0,0,0,0,0,0,154,55,0,0,0,191,49,0,0,0,34,10,6,E
0,26,10,20,6,0,0,0,0,0,0,0,174,40,0,0,0,261,43,0,0,0,18,0,0,E
9,31,0,28,73,40,0,0,0,0,13,0,251,55,0,19,0,144,82,0,19,0,0,0,0,E
13,10,20,29,17,40,0,0,0,0,0,0,166,150,0,32,0,108,123,7,24,0,0,0,0,E
19,26,37,16,23,0,0,0,0,0,0,77,106,3,0,0,132,207,7,0,0,20,28,0,0,E
12,47,39,32,33,0,0,0,0,0,0,28,239,35,0,0,0,229,38,0,0,0,17,0,0,E
20,34,45,37,45,0,0,0,2,0,0,0,202,47,0,0,0,271,50,0,0,0,19,0,0,E
18,30,30,34,34,0,0,0,0,0,0,0,185,52,0,0,0,249,64,0,0,0,6,0,0,E
8,27,38,30,30,0,0,0,0,0,0,0,183,49,0,0,0,237,64,0,0,0,28,0,0,E
13,20,33,26,33,0,0,0,0,0,16,0,168,63,0,0,0,245,84,0,0,0,19,4,0,E
20,32,28,32,26,1,0,0,8,0,0,0,180,62,0,0,0,261,50,0,1,0,34,1,0,E
14,23,35,21,22,0,0,0,0,0,0,0,171,65,0,0,0,224,88,0,0,0,20,7,0,E
44,32,29,38,12,12,0,5,0,0,36,0,157,96,0,30,0,172,97,0,15,0,0,0,0,E
26,7,28,39,17,0,0,0,0,0,0,0,95,164,7,0,0,111,129,11,0,0,0,0,0,E
18,32,24,51,52,0,0,0,0,0,0,20,216,15,0,0,32,284,35,0,0,5,12,13,0,E
58,35,12,13,16,0,0,0,0,0,0,3,187,55,0,0,34,186,27,0,0,7,103,5,0,E
12,42,18,23,41,0,0,0,0,0,0,8,199,3,0,0,12,233,36,0,0,0,63,3,0,E
18,28,26,34,33,0,0,0,0,0,0,12,166,75,0,0,1,191,94,0,0,0,44,3,0,E
11,22,20,18,36,0,0,0,0,0,0,2,174,32,0,0,59,221,35,0,0,14,89,2,0,E
18,36,25,31,12,30,0,0,0,0,0,4,174,47,0,0,0,237,59,0,0,0,14,12,0,E
18,34,30,35,34,9,0,1,6,0,4,16,173,45,0,4,0,237,57,0,0,0,5,0,0,E
18,42,30,25,27,0,0,0,6,0,0,0,148,101,0,0,0,198,143,0,0,0,8,0,0,E
28,28,23,34,17,31,0,0,2,0,29,13,202,52,0,19,6,244,74,0,31,0,0,0,0,E
38,25,34,30,24,48,0,0,0,0,102,0,123,105,0,132,0,123,185,2,8,0,11,17,0,E
22,15,5,22,26,0,0,0,0,0,0,35,252,8,0,0,36,280,3,0,0,5,25,0,0,E
16,29,29,25,27,0,0,0,0,0,0,27,216,10,0,0,10,318,8,0,0,7,6,52,0,E
15,28,28,29,28,0,0,0,0,0,0,25,229,2,0,0,30,216,31,0,0,5,132,23,0,E
15,27,27,26,29,0,0,0,0,0,0,32,211,23,0,0,35,268,22,0,0,0,32,10,0,E
10,16,13,48,30,0,0,0,0,0,0,0,186,95,0,0,0,238,62,0,0,0,38,7,0,E
9,21,42,20,18,0,0,15,2,0,8,8,225,58,0,8,43,252,47,0,0,1,19,8,0,E
15,15,28,15,12,1,0,0,0,0,6,0,140,115,0,2,0,178,122,0,3,0,10,24,0,E
21,24,20,24,26,0,0,0,0,0,0,30,200,59,0,0,0,251,53,0,0,0,17,21,0,E
35,14,46,32,24,31,0,0,0,0,31,0,169,81,0,21,0,205,49,0,19,0,60,33,0,E
11,36,19,15,24,52,0,0,0,0,80,0,166,88,0,22,0,202,101,0,59,0,14,27,0,E
19,4,21,6,9,0,0,0,0,0,0,28,166,3,0,0,30,179,5,0,0,3,113,21,0,E
2,12,20,21,26,0,0,0,0,0,0,11,189,17,0,0,45,196,13,0,0,14,129,16,0,E
11,17,21,20,22,0,0,0,0,0,0,29,200,9,0,0,29,193,22,0,0,6,66,7,0,E
11,18,18,15,3,0,0,0,0,0,0,4,217,8,0,0,40,259,18,0,0,8,27,7,0,E
6,8,9,12,39,0,0,0,0,0,0,0,175,54,0,0,0,236,56,0,0,0,72,4,0,E
69,5,35,15,19,2,0,0,0,0,0,7,166,79,0,40,1,273,93,0,0,0,5,22,0,E
17,21,17,9,10,12,0,0,0,0,11,0,152,120,0,23,0,212,133,0,16,0,10,13,0,E
4,9,43,40,9,0,0,4,0,0,0,0,176,92,0,0,0,208,106,0,0,0,14,1,0,E
22,35,35,37,33,40,0,0,21,0,20,0,176,131,0,28,0,178,99,0,17,0,10,7,0,E
16,14,25,15,36,46,0,0,27,0,125,0,175,95,0,72,0,252,128,4,43,0,14,7,0,E
16,29,29,32,46,0,0,0,0,0,0,11,188,9,0,0,18,277,9,0,0,5,6,3,0,E
29,58,58,57,58,0,0,0,0,0,0,15,198,12,0,0,42,248,23,0,0,2,83,2,0,E
32,58,58,58,58,0,0,0,0,0,0,73,164,8,0,0,87,243,14,0,0,5,67,0,0,E
32,58,57,57,57,0,0,0,0,0,0,17,190,52,0,0,27,283,28,0,0,17,16,4,0,E
16,29,26,26,29,0,0,0,0,0,0,0,161,74,0,0,0,230,74,0,0,0,55,1,0,E
16,29,29,28,29,33,0,0,0,0,20,4,198,34,0,97,16,302,35,0,44,23,18,1,0,E
15,29,29,29,29,15,0,0,0,0,7,0,154,72,0,13,0,254,66,0,9,0,30,16,0,E
15,19,24,16,23,0,0,5,0,0,0,0,156,80,0,0,0,208,131,0,0,0,81,62,0,E
12,18,18,16,14,27,0,0,0,0,62,0,135,80,0,53,0,219,92,0,34,0,11,26,0,E
5,15,11,20,17,76,0,0,0,0,48,0,110,107,0,0,0,157,157,4,24,0,8,3,3,E
0,0,0,0,0,0,18,189,38,0,16,17,228,48,0,32,12,49,0,0,15,0,0,0,0,F
0,0,0,0,0,16,2,49,13,0,0,11,318,3,0,0,3,121,0,0,8,48,0,0,0,F
24,0,0,0,0,0,8,23,4,0,0,0,287,43,0,15,15,114,1,0,0,0,0,0,0,F
9,0,0,0,0,21,0,18,30,0,19,11,330,57,0,13,26,118,54,0,8,0,0,0,0,F
0,0,0,0,0,4,3,10,13,0,43,1,276,36,0,23,1,98,17,0,0,0,0,0,0,F
21,0,0,0,0,46,0,3,34,0,34,4,287,65,0,32,1,73,6,0,25,0,0,0,0,F
5,0,0,0,19,5,1,14,37,4,10,9,296,22,0,10,0,61,0,0,4,0,0,0,0,F
56,0,0,0,0,47,0,13,38,0,41,0,293,56,0,48,0,89,2,0,34,0,0,0,0,F
13,0,0,0,0,22,0,8,55,8,24,0,178,129,0,33,0,64,45,0,18,0,0,0,0,F
30,0,0,0,0,58,0,11,8,0,58,0,194,124,2,109,0,81,1,0,55,0,0,0,0,F
6,0,0,0,0,30,0,7,14,0,0,5,312,46,0,4,0,62,0,0,33,40,48,17,33,F
16,0,0,0,0,0,17,16,18,0,0,2,368,33,0,16,1,72,0,0,0,0,0,0,16,F
0,0,0,0,0,0,0,5,11,0,0,7,339,81,0,21,12,97,3,0,0,0,0,0,0,F
31,0,0,0,0,20,0,23,2,0,20,14,340,78,0,16,0,56,15,0,6,0,0,0,0,F
0,0,0,0,0,80,0,54,70,0,24,20,216,52,0,0,3,47,0,0,0,0,0,0,0,F
17,0,0,0,0,25,0,4,24,6,25,0,280,96,10,34,0,56,0,0,43,0,0,0,0,F
5,0,0,0,0,9,0,23,41,0,11,0,271,33,0,6,0,52,0,0,3,0,0,0,3,F
26,0,0,0,0,98,0,12,42,0,42,0,240,76,0,44,0,80,52,0,62,0,0,16,0,F
19,0,0,0,0,20,0,21,3,0,23,0,229,110,0,22,0,87,31,0,14,0,0,0,0,F
1,0,0,0,0,86,0,19,49,0,66,0,253,58,0,115,0,63,0,0,71,0,0,0,0,F
0,0,0,0,0,14,0,33,43,0,6,10,300,31,0,58,0,55,14,0,16,0,0,8,15,F
16,0,0,0,0,0,0,5,5,0,0,1,360,54,0,18,2,67,0,0,0,0,0,0,0,F
0,0,0,0,0,11,18,20,23,0,0,7,311,74,0,0,0,93,13,0,0,0,7,4,12,F
7,0,0,0,0,11,0,19,3,0,19,8,315,83,0,14,0,73,11,0,12,0,0,0,0,F
5,0,0,0,0,0,0,3,12,0,0,0,297,95,0,6,0,63,24,0,48,0,0,0,0,F
30,0,0,0,0,77,0,21,6,0,12,0,270,97,0,69,3,82,22,0,55,0,0,0,0,F
2,0,0,0,0,8,0,11,13,0,11,0,229,114,0,7,12,99,11,0,2,17,0,0,0,F
48,0,0,0,0,95,0,10,7,0,81,0,195,161,0,85,0,92,37,0,16,0,0,0,0,F
17,0,0,0,0,19,0,3,9,0,23,0,245,94,0,23,0,64,21,0,9,0,0,0,0,F
87,0,0,0,0,163,0,13,6,1,67,0,142,233,4,153,0,36,39,0,57,0,0,0,0,F
0,0,0,0,0,32,0,48,44,0,0,2,263,4,0,14,0,45,0,0,22,0,0,0,0,F
0,0,0,0,0,0,0,41,37,0,0,6,275,22,0,0,0,51,0,0,0,0,0,0,0,F
0,0,0,0,0,0,0,18,20,0,0,0,284,65,0,0,0,62,14,0,0,0,0,0,0,F
7,0,0,0,0,12,0,9,25,0,11,3,315,56,0,5,6,60,7,0,11,0,0,0,0,F
0,0,0,0,0,0,0,5,45,0,0,0,273,86,0,14,0,51,30,0,0,0,0,0,0,F
44,0,0,0,0,97,0,27,3,0,78,0,249,98,0,38,3,42,8,0,24,0,0,0,0,F
32,0,0,0,0,14,0,6,15,0,10,0,310,71,0,4,0,56,0,0,6,0,0,0,0,F
40,0,0,0,0,86,0,23,2,0,76,0,277,77,0,73,0,79,9,0,46,0,0,0,0,F
17,0,0,0,0,34,0,22,38,0,22,0,234,83,0,23,0,46,1,0,14,0,0,0,0,F
111,0,0,0,0,133,0,69,83,4,175,0,230,67,3,209,0,41,0,0,117,0,0,0,0,F
0,0,0,0,0,0,5,23,15,0,0,4,361,62,0,8,9,71,0,0,0,0,0,0,0,F
0,0,0,0,0,0,1,17,23,0,0,12,382,50,0,0,21,56,0,0,0,0,0,0,0,F
2,0,0,0,0,14,0,62,79,0,4,0,262,37,0,24,0,44,0,0,0,0,0,0,0,F
3,0,0,0,8,15,0,24,14,0,8,4,355,41,0,8,16,96,0,0,2,0,0,0,0,F
1,0,0,0,0,15,0,68,80,0,0,0,274,10,0,0,0,55,0,0,0,0,0,0,0,F
19,0,4,0,0,89,0,60,47,0,65,32,271,40,0,55,4,72,4,0,0,0,0,0,0,F
3,0,0,0,0,12,9,17,24,0,9,3,348,29,0,9,7,68,0,0,5,0,0,0,0,F
47,0,0,0,0,64,0,18,30,0,62,0,307,35,0,92,0,51,0,0,37,0,0,0,0,F
12,0,0,0,0,30,0,21,69,0,24,0,239,163,0,21,0,75,41,0,14,0,0,0,0,F
89,0,0,0,0,114,0,60,75,2,137,0,213,185,4,174,0,64,11,0,76,0,0,0,0,F
0,0,0,0,6,0,0,20,37,0,0,5,325,67,0,0,0,56,0,0,0,0,0,0,0,F
0,0,32,0,8,0,2,3,10,0,0,3,296,34,0,0,16,157,0,0,0,0,0,0,0,F
0,0,0,0,0,0,0,0,0,0,0,0,216,90,0,16,0,137,6,0,14,0,0,0,0,F
9,0,0,0,0,4,0,80,11,0,5,80,281,94,0,3,5,118,8,0,3,0,0,0,0,F
0,0,0,0,0,0,3,8,39,0,0,0,228,86,0,0,0,86,8,0,0,0,0,0,0,F
57,0,16,0,0,27,0,77,33,0,24,4,289,79,0,47,0,58,4,0,37,0,0,0,0,F
1,13,0,0,0,10,0,3,5,0,9,0,305,82,0,8,0,67,0,0,5,0,0,0,0,F
50,0,0,0,0,82,0,47,46,0,103,0,247,111,0,65,0,71,1,0,41,0,0,0,0,F
19,0,0,0,0,21,0,103,22,0,17,7,295,58,0,21,1,59,1,0,18,0,0,0,0,F
72,0,0,0,0,156,0,0,38,0,150,0,166,140,10,73,0,103,12,0,92,0,0,0,0,F
5,5,6,0,0,0,0,12,28,0,0,6,362,47,0,0,14,88,3,0,0,0,0,0,0,F
0,0,0,0,0,0,0,64,3,0,0,19,354,88,0,0,3,76,0,0,0,0,0,0,0,F
0,0,0,0,0,0,0,40,5,0,35,7,317,93,0,0,5,98,2,0,0,0,0,0,0,F
2,0,4,0,0,0,0,69,82,0,10,0,352,87,0,9,1,76,18,0,3,0,0,0,0,F
0,0,0,0,0,0,0,61,4,0,0,5,356,100,0,0,5,58,7,0,0,0,0,0,0,F
13,0,0,0,0,30,0,0,0,0,43,5,235,143,0,24,0,91,3,0,12,0,0,0,0,F
6,0,3,0,0,9,0,0,0,0,12,0,225,69,0,10,5,170,2,0,6,0,48,0,0,F
39,0,0,0,0,63,0,40,70,0,70,0,254,92,0,77,0,74,1,0,33,0,0,0,0,F
18,0,0,0,0,19,0,70,70,0,19,5,258,94,0,22,3,74,6,0,15,0,0,0,0,F
36,0,6,0,0,48,0,0,0,0,74,0,137,118,4,147,0,126,29,0,81,0,0,0,0,F
0,1,15,3,0,0,0,5,44,0,0,0,287,86,0,0,4,104,33,0,0,0,0,0,0,F
0,4,2,7,19,0,0,6,2,0,0,15,295,62,0,0,6,148,0,0,0,0,0,0,0,F
0,16,18,3,7,0,0,0,3,0,0,0,216,119,0,24,0,162,10,0,0,0,0,0,0,F
9,28,3,14,23,18,0,0,1,0,15,15,255,33,0,5,11,180,0,0,10,0,8,0,0,F
9,0,0,9,1,0,0,14,3,0,0,33,281,47,0,0,11,102,8,0,0,0,6,0,0,F
18,12,9,18,14,35,0,3,3,0,56,1,213,85,0,42,4,187,3,0,20,0,15,0,0,F
7,6,11,6,9,8,0,0,4,0,15,0,214,81,0,11,0,182,0,0,6,0,3,0,0,F
39,8,18,17,19,67,0,3,5,0,70,0,157,100,0,71,0,172,12,0,50,0,26,7,0,F
7,23,11,18,9,22,0,4,6,0,22,0,187,130,12,20,0,166,8,0,11,0,21,0,0,F
112,0,32,27,27,90,0,0,5,0,74,0,101,158,12,149,0,128,81,0,83,0,3,4,0,F
1,9,15,8,3,0,2,41,39,0,23,8,294,26,0,3,1,66,0,0,0,0,0,0,0,F
3,12,9,19,10,0,0,9,3,0,0,5,273,74,0,0,4,91,19,0,0,0,6,0,0,F
4,4,6,5,8,24,0,9,13,0,0,6,152,124,0,0,0,166,17,0,0,0,19,1,0,F
15,15,21,12,20,6,0,15,8,0,2,7,268,87,0,11,1,65,17,0,8,0,13,0,0,F
1,2,13,6,9,2,0,21,9,0,29,0,251,76,0,1,0,69,2,0,0,0,0,0,0,F
19,13,15,18,12,41,0,6,28,0,37,0,232,84,0,42,0,79,40,0,8,0,0,0,0,F
5,6,9,18,3,9,0,66,63,0,9,3,249,10,0,8,0,50,2,0,5,0,0,0,0,F
49,7,14,17,11,66,0,54,43,0,59,0,233,38,0,47,0,52,0,0,39,0,0,0,0,F
19,21,15,19,15,22,0,17,8,0,28,0,235,131,0,33,0,53,4,0,14,0,0,0,0,F
58,30,60,38,21,131,3,6,6,0,122,7,287,107,0,133,0,52,23,0,68,0,0,0,0,F
10,9,15,15,20,0,0,6,23,0,0,24,287,55,0,19,2,114,2,0,11,0,0,0,0,F
4,14,15,13,9,0,0,24,16,0,0,0,203,98,0,0,6,190,3,0,0,0,16,0,0,F
9,11,10,14,14,0,0,25,25,0,0,39,325,113,0,0,0,74,0,0,0,0,0,0,0,F
7,17,15,17,10,2,9,55,15,0,4,7,307,83,0,14,11,80,0,0,2,0,0,0,0,F
8,10,21,17,11,10,2,54,21,0,0,17,325,8,0,16,33,47,0,0,0,0,0,0,0,F
16,16,15,18,20,4,0,3,9,0,20,0,248,98,0,23,0,137,8,0,11,0,3,2,0,F
16,12,19,20,13,12,0,15,3,3,5,0,267,149,9,12,0,86,38,0,6,0,0,0,0,F
21,18,19,9,10,34,0,12,40,0,78,0,216,131,0,48,0,64,20,0,24,0,0,0,0,F
23,22,17,21,11,21,0,11,10,0,22,0,218,133,0,25,0,144,10,0,15,0,9,0,0,F
11,17,24,13,12,129,0,0,0,0,120,0,105,204,17,201,0,90,93,0,50,0,2,6,0,F
0,0,0,0,0,0,0,0,0,0,0,36,178,30,0,0,15,207,178,0,0,0,41,18,0,G
0,0,3,11,2,0,0,17,4,0,0,4,208,28,0,0,20,296,144,0,0,6,31,9,0,G
1,0,0,0,3,5,8,7,9,0,3,3,218,113,0,0,0,152,242,0,0,0,6,11,0,G
6,2,10,0,0,0,0,20,5,0,0,0,187,106,0,0,0,136,250,3,0,0,12,4,0,G
0,0,0,0,0,0,0,11,13,0,0,16,181,87,0,0,0,150,196,0,0,0,27,12,0,G
0,0,0,0,2,0,0,11,2,0,0,8,214,60,0,0,9,187,197,0,0,14,18,5,0,G
0,0,3,0,8,0,0,9,2,0,0,0,153,101,0,0,0,120,219,5,2,0,6,6,0,G
0,8,0,0,4,0,0,10,14,0,0,0,177,83,0,0,0,166,207,0,0,0,10,4,0,G
0,6,8,3,0,0,0,7,22,0,0,0,183,99,0,0,2,141,260,0,0,0,8,5,0,G
0,0,8,0,4,14,0,10,15,0,8,3,229,102,0,1,26,275,321,4,0,10,20,15,0,G
0,0,0,0,0,0,0,7,1,0,0,21,205,47,0,0,46,220,139,0,0,1,52,4,0,G
0,0,0,0,4,0,0,0,0,0,0,35,228,30,0,0,5,250,106,0,0,5,47,6,0,G
0,0,4,4,3,0,0,8,3,0,0,8,240,24,0,0,45,290,77,0,0,17,27,3,0,G
0,0,0,5,1,0,1,4,8,0,0,3,216,68,0,0,10,195,187,0,0,3,20,3,0,G
0,0,6,5,0,0,0,39,17,0,0,0,211,59,0,0,17,197,173,0,0,0,7,12,0,G
1,4,1,0,4,0,0,0,0,0,0,0,156,92,0,0,8,124,172,32,0,4,17,67,3,G
1,1,0,4,0,0,0,0,0,0,0,1,145,81,0,0,10,182,188,8,0,0,51,10,0,G
0,4,4,4,1,0,0,0,0,0,0,21,174,52,0,0,57,214,147,0,0,0,9,10,0,G
0,0,7,4,0,0,0,62,33,0,0,1,147,79,8,0,6,144,254,4,0,0,6,4,0,G
0,1,8,5,6,4,0,4,9,0,2,0,85,161,9,19,0,138,258,3,1,0,20,15,1,G
0,0,0,0,0,0,0,85,0,0,0,5,226,37,0,0,17,230,117,0,0,0,61,4,0,G
0,0,0,0,0,0,0,0,0,0,0,6,184,91,0,0,13,156,125,0,0,0,62,37,0,G
0,0,0,0,0,0,0,0,0,0,7,12,160,81,0,0,0,159,190,0,0,0,4,2,0,G
0,0,0,0,0,0,0,13,0,0,0,3,161,103,0,0,28,170,181,0,0,0,45,29,0,G
0,0,0,0,0,0,0,0,0,0,0,8,136,91,0,0,3,124,173,0,0,0,50,65,0,G
0,0,0,0,0,0,0,0,0,0,0,0,92,100,0,6,0,131,171,0,0,0,32,73,0,G
0,0,0,0,0,0,0,0,0,0,0,3,177,42,0,0,22,140,186,0,0,0,5,51,0,G
0,0,0,0,0,0,0,0,0,0,0,0,140,81,0,0,0,119,200,0,0,0,79,65,0,G
0,0,0,0,0,0,0,0,0,0,0,11,133,77,0,0,19,141,176,0,0,0,30,7,0,G
3,0,0,0,0,13,0,0,0,0,3,0,107,94,0,6,0,119,219,2,2,0,14,15,0,G
0,0,0,0,0,0,0,0,0,0,0,28,183,10,0,0,18,192,130,0,0,0,13,10,0,G
0,1,14,0,0,0,0,0,0,0,0,4,164,67,0,0,24,179,149,0,0,2,65,20,0,G
0,0,0,0,5,0,0,0,0,0,0,24,173,70,0,0,51,149,203,0,0,0,8,22,0,G
0,0,0,0,0,0,0,0,0,0,0,2,149,94,0,0,12,137,177,0,0,0,57,49,0,G
0,0,0,0,0,0,0,0,0,0,0,0,106,76,0,0,0,122,192,16,0,0,45,56,0,G
0,0,0,0,0,0,0,0,0,0,0,0,142,64,0,0,5,159,159,0,0,0,64,24,0,G
2,0,0,6,2,0,0,0,0,0,0,0,114,69,0,0,0,134,191,0,0,0,44,29,0,G
0,0,0,0,0,0,0,0,0,0,0,0,112,91,0,0,0,128,231,33,0,0,20,43,0,G
0,0,0,0,0,0,0,0,0,0,36,3,144,86,0,36,8,129,213,0,0,0,40,26,0,G
9,0,0,0,0,13,0,0,0,0,27,0,75,122,6,12,0,99,200,36,0,0,1,38,0,G
0,0,0,0,0,0,0,0,0,0,0,5,136,50,0,0,8,165,202,0,0,0,2,4,0,G
0,0,0,0,0,0,0,0,0,0,0,0,136,41,0,0,0,148,183,0,0,0,55,28,0,G
0,0,0,0,0,0,0,0,0,0,0,0,105,80,0,0,5,116,159,0,0,0,1,8,0,G
0,0,0,0,0,0,0,0,32,0,0,5,150,75,0,0,15,156,156,0,0,0,53,32,0,G
0,0,0,0,0,0,0,0,0,0,0,0,90,94,0,0,0,118,185,0,0,0,32,17,0,G
0,0,0,0,0,0,0,0,0,0,0,0,97,108,0,0,0,132,173,40,0,0,28,52,1,G
0,0,0,0,0,4,0,0,0,0,4,0,125,60,0,0,0,158,174,0,0,0,29,13,0,G
0,0,0,0,0,0,0,0,0,0,0,0,92,89,0,0,0,113,187,0,0,0,45,47,0,G
0,0,0,0,2,0,0,0,0,0,0,0,65,120,0,0,0,76,169,12,0,0,13,40,0,G
0,16,0,0,0,2,0,0,0,0,1,0,87,113,2,2,0,131,180,16,0,0,30,53,5,G
0,0,0,0,0,0,0,2,0,0,0,0,114,37,0,0,11,150,145,0,0,0,47,14,0,G
0,0,0,0,0,0,0,0,0,0,0,1,97,39,0,0,2,169,119,0,0,0,35,28,0,G
0,0,0,0,0,0,0,0,0,0,0,0,92,28,0,0,0,125,110,0,0,0,95,43,0,G
0,0,0,0,0,0,0,0,0,0,0,0,63,52,0,0,0,138,97,10,0,0,61,87,14,G
0,0,0,0,0,0,0,0,0,0,0,0,66,88,0,0,0,128,134,68,0,0,33,89,0,G
0,0,0,0,0,0,0,0,0,0,0,0,73,65,0,0,0,142,123,10,0,0,17,59,0,G
0,0,0,0,0,0,0,3,1,0,0,0,83,60,0,0,0,129,196,13,0,0,9,19,0,G
0,0,0,0,0,0,0,2,1,0,0,0,94,60,0,0,0,126,156,58,0,0,4,65,0,G
0,0,0,0,0,0,0,0,0,0,0,0,100,46,0,0,0,136,127,8,0,0,43,55,0,G
0,0,0,0,0,2,0,0,0,0,0,0,56,71,0,0,0,120,104,3,0,0,59,63,0,G
0,0,0,0,0,0,0,0,0,0,0,0,90,27,0,0,17,132,123,0,0,0,75,60,0,G
0,0,0,0,0,0,0,0,4,2,0,0,109,31,0,0,3,116,110,0,0,0,58,56,0,G
0,0,0,0,0,0,0,0,0,0,0,0,88,55,0,0,0,119,150,0,0,0,54,48,0,G
0,0,0,0,0,0,0,0,4,0,0,0,92,46,0,0,0,132,131,12,0,0,44,54,0,G
0,0,0,0,0,0,0,0,0,0,0,0,81,37,0,0,0,124,133,0,0,0,42,49,0,G
0,0,0,0,0,0,0,0,0,0,0,0,83,42,0,0,7,141,152,4,0,0,17,26,0,G
0,3,0,0,0,0,0,0,0,0,0,0,87,40,0,0,1,131,139,12,0,0,25,20,0,G
0,3,11,0,0,0,0,0,1,0,0,0,49,85,0,0,0,120,133,101,0,0,14,67,3,G
0,6,1,4,10,0,0,0,0,0,0,3,112,21,0,0,9,169,134,0,0,2,19,10,0,G
1,6,8,0,6,3,0,0,0,0,19,0,73,52,0,12,0,121,160,60,1,0,11,31,2,G
0,6,0,9,8,0,0,0,0,0,0,0,102,25,0,0,7,147,100,0,0,0,60,20,0,G
0,11,4,6,12,0,0,0,0,0,0,0,101,38,0,0,0,124,149,0,0,0,20,12,0,G
2,5,1,10,5,0,0,3,2,0,0,0,107,51,0,0,0,133,158,0,0,0,6,11,0,G
